pane,fragment,Rep,mfr,element,ppm
AB,21,5,A,Al,2683
AB,21,5,A,Ba,11.59
AB,21,5,A,Ca,62650
AB,21,5,A,Ce,9.43
AB,21,5,A,Fe,664
AB,21,5,A,Hf,0.92
AB,21,5,A,K,1218.8
AB,21,5,A,La,4.08
AB,21,5,A,Li,1.71
AB,21,5,A,Mg,23360
AB,21,5,A,Mn,18.28
AB,21,5,A,Na,101260
AB,21,5,A,Nd,3.41
AB,21,5,A,Pb,1.097
AB,21,5,A,Rb,2.07
AB,21,5,A,Sr,31.13
AB,21,5,A,Ti,171.6
AB,21,5,A,Zr,37.5
AB,22,1,A,Al,2937
AB,22,1,A,Ba,11.58
AB,22,1,A,Ca,67810
AB,22,1,A,Ce,9.46
AB,22,1,A,Fe,687
AB,22,1,A,Hf,1.14
AB,22,1,A,K,1173.5
AB,22,1,A,La,4.51
AB,22,1,A,Li,1.05
AB,22,1,A,Mg,23930
AB,22,1,A,Mn,18.56
AB,22,1,A,Na,97130
AB,22,1,A,Nd,3.83
AB,22,1,A,Pb,1.013
AB,22,1,A,Rb,2.05
AB,22,1,A,Sr,33.82
AB,22,1,A,Ti,179.6
AB,22,1,A,Zr,45.1
AB,22,2,A,Al,2906
AB,22,2,A,Ba,11.32
AB,22,2,A,Ca,66620
AB,22,2,A,Ce,9.63
AB,22,2,A,Fe,667
AB,22,2,A,Hf,1.15
AB,22,2,A,K,1191.1
AB,22,2,A,La,4.35
AB,22,2,A,Li,1.49
AB,22,2,A,Mg,23980
AB,22,2,A,Mn,18.22
AB,22,2,A,Na,97950
AB,22,2,A,Nd,3.45
AB,22,2,A,Pb,1.087
AB,22,2,A,Rb,2
AB,22,2,A,Sr,33.69
AB,22,2,A,Ti,178
AB,22,2,A,Zr,44.37
AB,22,3,A,Al,2921
AB,22,3,A,Ba,11.65
AB,22,3,A,Ca,66580
AB,22,3,A,Ce,9.47
AB,22,3,A,Fe,652
AB,22,3,A,Hf,1.181
AB,22,3,A,K,1170.4
AB,22,3,A,La,4.38
AB,22,3,A,Li,1
AB,22,3,A,Mg,23920
AB,22,3,A,Mn,18.21
AB,22,3,A,Na,97120
AB,22,3,A,Nd,3.73
AB,22,3,A,Pb,1.023
AB,22,3,A,Rb,1.94
AB,22,3,A,Sr,33.35
AB,22,3,A,Ti,179.1
AB,22,3,A,Zr,44.4
AB,22,4,A,Al,2925
AB,22,4,A,Ba,10.86
AB,22,4,A,Ca,68210
AB,22,4,A,Ce,9.59
AB,22,4,A,Fe,656
AB,22,4,A,Hf,1.07
AB,22,4,A,K,1180.5
AB,22,4,A,La,4.24
AB,22,4,A,Li,1.1
AB,22,4,A,Mg,23920
AB,22,4,A,Mn,18.39
AB,22,4,A,Na,96570
AB,22,4,A,Nd,3.8
AB,22,4,A,Pb,1.058
AB,22,4,A,Rb,2.02
AB,22,4,A,Sr,33.46
AB,22,4,A,Ti,180.4
AB,22,4,A,Zr,43.83
AB,22,5,A,Al,2876
AB,22,5,A,Ba,10.89
AB,22,5,A,Ca,66180
AB,22,5,A,Ce,9.39
AB,22,5,A,Fe,667
AB,22,5,A,Hf,1.08
AB,22,5,A,K,1181.9
AB,22,5,A,La,4.38
AB,22,5,A,Li,0.98
AB,22,5,A,Mg,23800
AB,22,5,A,Mn,18.22
AB,22,5,A,Na,97640
AB,22,5,A,Nd,3.79
AB,22,5,A,Pb,1.071
AB,22,5,A,Rb,1.9
AB,22,5,A,Sr,33.26
AB,22,5,A,Ti,175.6
AB,22,5,A,Zr,43.1
AB,23,1,A,Al,2945
AB,23,1,A,Ba,11.75
AB,23,1,A,Ca,66970
AB,23,1,A,Ce,9.47
AB,23,1,A,Fe,677
AB,23,1,A,Hf,1.13
AB,23,1,A,K,1180.8
AB,23,1,A,La,4.54
AB,23,1,A,Li,0.92
AB,23,1,A,Mg,23990
AB,23,1,A,Mn,18.13
AB,23,1,A,Na,96740
AB,23,1,A,Nd,3.57
AB,23,1,A,Pb,1.078
AB,23,1,A,Rb,1.98
AB,23,1,A,Sr,33.81
AB,23,1,A,Ti,180.4
AB,23,1,A,Zr,43.84
AB,23,2,A,Al,2882
AB,23,2,A,Ba,11.3
AB,23,2,A,Ca,66660
AB,23,2,A,Ce,9.5
AB,23,2,A,Fe,668
AB,23,2,A,Hf,1.16
AB,23,2,A,K,1183.9
AB,23,2,A,La,4.36
AB,23,2,A,Li,0.98
AB,23,2,A,Mg,23880
AB,23,2,A,Mn,18.12
AB,23,2,A,Na,97730
AB,23,2,A,Nd,3.97
AB,23,2,A,Pb,1.061
AB,23,2,A,Rb,2.08
AB,23,2,A,Sr,33.64
AB,23,2,A,Ti,178.6
AB,23,2,A,Zr,45
AB,23,3,A,Al,2886
AB,23,3,A,Ba,11.15
AB,23,3,A,Ca,66770
AB,23,3,A,Ce,9.55
AB,23,3,A,Fe,694
AB,23,3,A,Hf,1.16
AB,23,3,A,K,1178.1
AB,23,3,A,La,4.37
AB,23,3,A,Li,1.01
AB,23,3,A,Mg,23860
AB,23,3,A,Mn,18.15
AB,23,3,A,Na,96840
AB,23,3,A,Nd,3.76
AB,23,3,A,Pb,1.082
AB,23,3,A,Rb,2.12
AB,23,3,A,Sr,33.38
AB,23,3,A,Ti,178.5
AB,23,3,A,Zr,42.8
AB,23,4,A,Al,2924
AB,23,4,A,Ba,11.65
AB,23,4,A,Ca,67250
AB,23,4,A,Ce,9.75
AB,23,4,A,Fe,676
AB,23,4,A,Hf,1.129
AB,23,4,A,K,1186.8
AB,23,4,A,La,4.42
AB,23,4,A,Li,0.88
AB,23,4,A,Mg,23920
AB,23,4,A,Mn,18.3
AB,23,4,A,Na,96380
AB,23,4,A,Nd,3.79
AB,23,4,A,Pb,1.085
AB,23,4,A,Rb,1.96
AB,23,4,A,Sr,33.92
AB,23,4,A,Ti,175.2
AB,23,4,A,Zr,45.1
AB,23,5,A,Al,2939
AB,23,5,A,Ba,11.81
AB,23,5,A,Ca,67640
AB,23,5,A,Ce,9.64
AB,23,5,A,Fe,679
AB,23,5,A,Hf,1.18
AB,23,5,A,K,1178
AB,23,5,A,La,4.46
AB,23,5,A,Li,1.14
AB,23,5,A,Mg,24100
AB,23,5,A,Mn,18.41
AB,23,5,A,Na,96870
AB,23,5,A,Nd,3.73
AB,23,5,A,Pb,1.074
AB,23,5,A,Rb,1.87
AB,23,5,A,Sr,34.13
AB,23,5,A,Ti,181.9
AB,23,5,A,Zr,45.2
AB,24,1,A,Al,2963
AB,24,1,A,Ba,11.52
AB,24,1,A,Ca,68850
AB,24,1,A,Ce,9.71
AB,24,1,A,Fe,669
AB,24,1,A,Hf,1.32
AB,24,1,A,K,1176.1
AB,24,1,A,La,4.51
AB,24,1,A,Li,1.1
AB,24,1,A,Mg,24080
AB,24,1,A,Mn,18.15
AB,24,1,A,Na,95970
AB,24,1,A,Nd,3.93
AB,24,1,A,Pb,0.941
AB,24,1,A,Rb,2.05
AB,24,1,A,Sr,33.65
AB,24,1,A,Ti,180.5
AB,24,1,A,Zr,47.6
AB,24,2,A,Al,2972
AB,24,2,A,Ba,11.87
AB,24,2,A,Ca,69100
AB,24,2,A,Ce,9.52
AB,24,2,A,Fe,655
AB,24,2,A,Hf,1.28
AB,24,2,A,K,1158.3
AB,24,2,A,La,4.54
AB,24,2,A,Li,0.81
AB,24,2,A,Mg,24340
AB,24,2,A,Mn,18.09
AB,24,2,A,Na,95500
AB,24,2,A,Nd,4.06
AB,24,2,A,Pb,0.987
AB,24,2,A,Rb,1.87
AB,24,2,A,Sr,34.5
AB,24,2,A,Ti,176.5
AB,24,2,A,Zr,46.8
AB,24,3,A,Al,3003
AB,24,3,A,Ba,12.26
AB,24,3,A,Ca,68990
AB,24,3,A,Ce,9.98
AB,24,3,A,Fe,676
AB,24,3,A,Hf,1.31
AB,24,3,A,K,1168.6
AB,24,3,A,La,4.57
AB,24,3,A,Li,0.94
AB,24,3,A,Mg,24160
AB,24,3,A,Mn,18.14
AB,24,3,A,Na,96030
AB,24,3,A,Nd,4.05
AB,24,3,A,Pb,1.068
AB,24,3,A,Rb,2.02
AB,24,3,A,Sr,34.52
AB,24,3,A,Ti,181.4
AB,24,3,A,Zr,49.9
AB,24,4,A,Al,2995
AB,24,4,A,Ba,11.6
AB,24,4,A,Ca,68700
AB,24,4,A,Ce,9.78
AB,24,4,A,Fe,663
AB,24,4,A,Hf,1.225
AB,24,4,A,K,1168.3
AB,24,4,A,La,4.59
AB,24,4,A,Li,0.78
AB,24,4,A,Mg,24150
AB,24,4,A,Mn,18.3
AB,24,4,A,Na,96400
AB,24,4,A,Nd,3.99
AB,24,4,A,Pb,1.052
AB,24,4,A,Rb,1.94
AB,24,4,A,Sr,33.97
AB,24,4,A,Ti,178.8
AB,24,4,A,Zr,44.7
AB,24,5,A,Al,2993
AB,24,5,A,Ba,11.36
AB,24,5,A,Ca,68900
AB,24,5,A,Ce,9.64
AB,24,5,A,Fe,667
AB,24,5,A,Hf,1.18
AB,24,5,A,K,1193.1
AB,24,5,A,La,4.41
AB,24,5,A,Li,1.16
AB,24,5,A,Mg,24300
AB,24,5,A,Mn,18.49
AB,24,5,A,Na,96360
AB,24,5,A,Nd,3.85
AB,24,5,A,Pb,0.982
AB,24,5,A,Rb,1.95
AB,24,5,A,Sr,34.13
AB,24,5,A,Ti,185.8
AB,24,5,A,Zr,44.7
AB,24,6,A,Al,2968
AB,24,6,A,Ba,11.75
AB,24,6,A,Ca,68110
AB,24,6,A,Ce,9.45
AB,24,6,A,Fe,673
AB,24,6,A,Hf,1.19
AB,24,6,A,K,1161
AB,24,6,A,La,4.37
AB,24,6,A,Li,0.99
AB,24,6,A,Mg,24180
AB,24,6,A,Mn,18.2
AB,24,6,A,Na,96070
AB,24,6,A,Nd,3.72
AB,24,6,A,Pb,1.024
AB,24,6,A,Rb,1.92
AB,24,6,A,Sr,34.03
AB,24,6,A,Ti,183
AB,24,6,A,Zr,43.9
AB,24,7,A,Al,2978
AB,24,7,A,Ba,11.44
AB,24,7,A,Ca,68430
AB,24,7,A,Ce,9.94
AB,24,7,A,Fe,677
AB,24,7,A,Hf,1.26
AB,24,7,A,K,1178
AB,24,7,A,La,4.58
AB,24,7,A,Li,1
AB,24,7,A,Mg,24120
AB,24,7,A,Mn,18.08
AB,24,7,A,Na,96160
AB,24,7,A,Nd,3.97
AB,24,7,A,Pb,1.01
AB,24,7,A,Rb,2.01
AB,24,7,A,Sr,34.88
AB,24,7,A,Ti,186.5
AB,24,7,A,Zr,48
AB,24,8,A,Al,3033
AB,24,8,A,Ba,12.26
AB,24,8,A,Ca,69770
AB,24,8,A,Ce,9.96
AB,24,8,A,Fe,666
AB,24,8,A,Hf,1.15
AB,24,8,A,K,1174.6
AB,24,8,A,La,4.8
AB,24,8,A,Li,0.7
AB,24,8,A,Mg,24500
AB,24,8,A,Mn,18.73
AB,24,8,A,Na,95760
AB,24,8,A,Nd,3.89
AB,24,8,A,Pb,1.013
AB,24,8,A,Rb,2.07
AB,24,8,A,Sr,34.99
AB,24,8,A,Ti,183.2
AB,24,8,A,Zr,44.8
AB,24,9,A,Al,2993
AB,24,9,A,Ba,11.52
AB,24,9,A,Ca,68670
AB,24,9,A,Ce,9.66
AB,24,9,A,Fe,675
AB,24,9,A,Hf,1.19
AB,24,9,A,K,1172.3
AB,24,9,A,La,4.6
AB,24,9,A,Li,1.01
AB,24,9,A,Mg,24190
AB,24,9,A,Mn,17.99
AB,24,9,A,Na,96240
AB,24,9,A,Nd,3.82
AB,24,9,A,Pb,1.025
AB,24,9,A,Rb,1.97
AB,24,9,A,Sr,34.29
AB,24,9,A,Ti,182.1
AB,24,9,A,Zr,46.2
AB,24,10,A,Al,2996
AB,24,10,A,Ba,11.82
AB,24,10,A,Ca,68680
AB,24,10,A,Ce,9.92
AB,24,10,A,Fe,673
AB,24,10,A,Hf,1.3
AB,24,10,A,K,1188.9
AB,24,10,A,La,4.73
AB,24,10,A,Li,1.08
AB,24,10,A,Mg,24460
AB,24,10,A,Mn,18.57
AB,24,10,A,Na,97520
AB,24,10,A,Nd,4
AB,24,10,A,Pb,0.949
AB,24,10,A,Rb,1.97
AB,24,10,A,Sr,34.68
AB,24,10,A,Ti,178.4
AB,24,10,A,Zr,45.3
AB,24,11,A,Al,2986
AB,24,11,A,Ba,11.63
AB,24,11,A,Ca,68520
AB,24,11,A,Ce,9.48
AB,24,11,A,Fe,683
AB,24,11,A,Hf,1.18
AB,24,11,A,K,1173.9
AB,24,11,A,La,4.5
AB,24,11,A,Li,0.88
AB,24,11,A,Mg,24000
AB,24,11,A,Mn,17.95
AB,24,11,A,Na,95260
AB,24,11,A,Nd,4.2
AB,24,11,A,Pb,1.084
AB,24,11,A,Rb,1.98
AB,24,11,A,Sr,33.95
AB,24,11,A,Ti,182.3
AB,24,11,A,Zr,45
AB,24,12,A,Al,2984
AB,24,12,A,Ba,11.48
AB,24,12,A,Ca,68160
AB,24,12,A,Ce,9.89
AB,24,12,A,Fe,653
AB,24,12,A,Hf,1.21
AB,24,12,A,K,1185.8
AB,24,12,A,La,4.56
AB,24,12,A,Li,0.98
AB,24,12,A,Mg,24170
AB,24,12,A,Mn,18.44
AB,24,12,A,Na,96480
AB,24,12,A,Nd,3.78
AB,24,12,A,Pb,0.978
AB,24,12,A,Rb,2.08
AB,24,12,A,Sr,34.41
AB,24,12,A,Ti,183.7
AB,24,12,A,Zr,46.5
AB,24,13,A,Al,2993
AB,24,13,A,Ba,11.6
AB,24,13,A,Ca,69000
AB,24,13,A,Ce,9.63
AB,24,13,A,Fe,682
AB,24,13,A,Hf,1.28
AB,24,13,A,K,1172.6
AB,24,13,A,La,4.55
AB,24,13,A,Li,1.16
AB,24,13,A,Mg,24270
AB,24,13,A,Mn,18.2
AB,24,13,A,Na,95870
AB,24,13,A,Nd,4.04
AB,24,13,A,Pb,1.031
AB,24,13,A,Rb,1.99
AB,24,13,A,Sr,34.2
AB,24,13,A,Ti,181.9
AB,24,13,A,Zr,45.3
AB,24,14,A,Al,2982
AB,24,14,A,Ba,11.88
AB,24,14,A,Ca,69270
AB,24,14,A,Ce,9.77
AB,24,14,A,Fe,681
AB,24,14,A,Hf,1.2
AB,24,14,A,K,1175
AB,24,14,A,La,4.52
AB,24,14,A,Li,1.04
AB,24,14,A,Mg,24100
AB,24,14,A,Mn,18.26
AB,24,14,A,Na,96110
AB,24,14,A,Nd,4.28
AB,24,14,A,Pb,1.054
AB,24,14,A,Rb,1.9
AB,24,14,A,Sr,34.04
AB,24,14,A,Ti,179.8
AB,24,14,A,Zr,45.1
AB,24,15,A,Al,2998
AB,24,15,A,Ba,11.95
AB,24,15,A,Ca,69030
AB,24,15,A,Ce,9.49
AB,24,15,A,Fe,667
AB,24,15,A,Hf,1.15
AB,24,15,A,K,1172.3
AB,24,15,A,La,4.41
AB,24,15,A,Li,0.84
AB,24,15,A,Mg,24190
AB,24,15,A,Mn,18.08
AB,24,15,A,Na,95830
AB,24,15,A,Nd,4.02
AB,24,15,A,Pb,0.98
AB,24,15,A,Rb,2.01
AB,24,15,A,Sr,34.66
AB,24,15,A,Ti,174.4
AB,24,15,A,Zr,46.3
AB,24,16,A,Al,2977
AB,24,16,A,Ba,12.13
AB,24,16,A,Ca,68250
AB,24,16,A,Ce,9.6
AB,24,16,A,Fe,692
AB,24,16,A,Hf,1.26
AB,24,16,A,K,1178.3
AB,24,16,A,La,4.6
AB,24,16,A,Li,0.82
AB,24,16,A,Mg,24200
AB,24,16,A,Mn,18.33
AB,24,16,A,Na,95990
AB,24,16,A,Nd,3.98
AB,24,16,A,Pb,0.963
AB,24,16,A,Rb,2.01
AB,24,16,A,Sr,35.02
AB,24,16,A,Ti,181.3
AB,24,16,A,Zr,46.5
AB,24,17,A,Al,3007
AB,24,17,A,Ba,12.04
AB,24,17,A,Ca,68730
AB,24,17,A,Ce,9.84
AB,24,17,A,Fe,679
AB,24,17,A,Hf,1.22
AB,24,17,A,K,1183.3
AB,24,17,A,La,4.57
AB,24,17,A,Li,0.97
AB,24,17,A,Mg,24210
AB,24,17,A,Mn,18.56
AB,24,17,A,Na,96230
AB,24,17,A,Nd,3.93
AB,24,17,A,Pb,1.049
AB,24,17,A,Rb,1.88
AB,24,17,A,Sr,34.84
AB,24,17,A,Ti,184.9
AB,24,17,A,Zr,46.8
AB,24,18,A,Al,2972
AB,24,18,A,Ba,11.68
AB,24,18,A,Ca,68780
AB,24,18,A,Ce,10.11
AB,24,18,A,Fe,659
AB,24,18,A,Hf,1.21
AB,24,18,A,K,1192.2
AB,24,18,A,La,4.5
AB,24,18,A,Li,0.95
AB,24,18,A,Mg,24230
AB,24,18,A,Mn,18.29
AB,24,18,A,Na,96770
AB,24,18,A,Nd,3.93
AB,24,18,A,Pb,1.001
AB,24,18,A,Rb,2.23
AB,24,18,A,Sr,34.56
AB,24,18,A,Ti,186.7
AB,24,18,A,Zr,48.3
AB,24,19,A,Al,2990
AB,24,19,A,Ba,12.04
AB,24,19,A,Ca,68290
AB,24,19,A,Ce,9.57
AB,24,19,A,Fe,669
AB,24,19,A,Hf,1.16
AB,24,19,A,K,1192.9
AB,24,19,A,La,4.58
AB,24,19,A,Li,1.11
AB,24,19,A,Mg,24300
AB,24,19,A,Mn,18.24
AB,24,19,A,Na,96240
AB,24,19,A,Nd,3.7
AB,24,19,A,Pb,0.985
AB,24,19,A,Rb,2.02
AB,24,19,A,Sr,34.06
AB,24,19,A,Ti,178.1
AB,24,19,A,Zr,45.2
AB,24,20,A,Al,2970
AB,24,20,A,Ba,11.04
AB,24,20,A,Ca,67880
AB,24,20,A,Ce,9.45
AB,24,20,A,Fe,673
AB,24,20,A,Hf,1.2
AB,24,20,A,K,1181.9
AB,24,20,A,La,4.48
AB,24,20,A,Li,1.05
AB,24,20,A,Mg,23970
AB,24,20,A,Mn,17.94
AB,24,20,A,Na,95940
AB,24,20,A,Nd,4.01
AB,24,20,A,Pb,1.055
AB,24,20,A,Rb,1.96
AB,24,20,A,Sr,33.06
AB,24,20,A,Ti,175.2
AB,24,20,A,Zr,46
AC,1,1,A,Al,2914
AC,1,1,A,Ba,11.83
AC,1,1,A,Ca,67180
AC,1,1,A,Ce,9.76
AC,1,1,A,Fe,674
AC,1,1,A,Hf,1.26
AC,1,1,A,K,1192.4
AC,1,1,A,La,4.52
AC,1,1,A,Li,1.43
AC,1,1,A,Mg,23960
AC,1,1,A,Mn,18.17
AC,1,1,A,Na,100440
AC,1,1,A,Nd,3.83
AC,1,1,A,Pb,1.09
AC,1,1,A,Rb,1.92
AC,1,1,A,Sr,33.53
AC,1,1,A,Ti,179.6
AC,1,1,A,Zr,47.97
AC,1,2,A,Al,2894
AC,1,2,A,Ba,11.59
AC,1,2,A,Ca,67060
AC,1,2,A,Ce,9.86
AC,1,2,A,Fe,675
AC,1,2,A,Hf,1.237
AC,1,2,A,K,1193.2
AC,1,2,A,La,4.57
AC,1,2,A,Li,1.28
AC,1,2,A,Mg,23940
AC,1,2,A,Mn,17.93
AC,1,2,A,Na,100200
AC,1,2,A,Nd,3.89
AC,1,2,A,Pb,1.005
AC,1,2,A,Rb,1.98
AC,1,2,A,Sr,33.62
AC,1,2,A,Ti,178.8
AC,1,2,A,Zr,47.77
AC,1,3,A,Al,2891
AC,1,3,A,Ba,11.33
AC,1,3,A,Ca,66630
AC,1,3,A,Ce,9.83
AC,1,3,A,Fe,666
AC,1,3,A,Hf,1.188
AC,1,3,A,K,1201.9
AC,1,3,A,La,4.62
AC,1,3,A,Li,1.54
AC,1,3,A,Mg,23990
AC,1,3,A,Mn,18.21
AC,1,3,A,Na,100800
AC,1,3,A,Nd,3.91
AC,1,3,A,Pb,1.059
AC,1,3,A,Rb,2.02
AC,1,3,A,Sr,33.28
AC,1,3,A,Ti,174.8
AC,1,3,A,Zr,45.07
AC,1,4,A,Al,2882
AC,1,4,A,Ba,11.63
AC,1,4,A,Ca,66410
AC,1,4,A,Ce,9.89
AC,1,4,A,Fe,680
AC,1,4,A,Hf,1.183
AC,1,4,A,K,1198
AC,1,4,A,La,4.38
AC,1,4,A,Li,1.69
AC,1,4,A,Mg,23790
AC,1,4,A,Mn,18.11
AC,1,4,A,Na,100530
AC,1,4,A,Nd,3.52
AC,1,4,A,Pb,1.061
AC,1,4,A,Rb,2.11
AC,1,4,A,Sr,33.44
AC,1,4,A,Ti,174.9
AC,1,4,A,Zr,44.5
AC,1,5,A,Al,2908
AC,1,5,A,Ba,11.67
AC,1,5,A,Ca,66910
AC,1,5,A,Ce,9.87
AC,1,5,A,Fe,672
AC,1,5,A,Hf,1.27
AC,1,5,A,K,1201
AC,1,5,A,La,4.53
AC,1,5,A,Li,1.85
AC,1,5,A,Mg,24080
AC,1,5,A,Mn,18.12
AC,1,5,A,Na,100470
AC,1,5,A,Nd,3.95
AC,1,5,A,Pb,1.053
AC,1,5,A,Rb,2.04
AC,1,5,A,Sr,34.07
AC,1,5,A,Ti,181.6
AC,1,5,A,Zr,47.8
AC,2,1,A,Al,2953
AC,2,1,A,Ba,11.63
AC,2,1,A,Ca,67730
AC,2,1,A,Ce,9.81
AC,2,1,A,Fe,687
AC,2,1,A,Hf,1.34
AC,2,1,A,K,1195.1
AC,2,1,A,La,4.57
AC,2,1,A,Li,1.46
AC,2,1,A,Mg,24150
AC,2,1,A,Mn,18.26
AC,2,1,A,Na,99750
AC,2,1,A,Nd,3.7
AC,2,1,A,Pb,1.072
AC,2,1,A,Rb,2.04
AC,2,1,A,Sr,34.11
AC,2,1,A,Ti,175
AC,2,1,A,Zr,49.7
AC,2,2,A,Al,2939
AC,2,2,A,Ba,11.63
AC,2,2,A,Ca,68030
AC,2,2,A,Ce,9.76
AC,2,2,A,Fe,674
AC,2,2,A,Hf,1.34
AC,2,2,A,K,1199.6
AC,2,2,A,La,4.58
AC,2,2,A,Li,1.79
AC,2,2,A,Mg,23960
AC,2,2,A,Mn,18.72
AC,2,2,A,Na,99230
AC,2,2,A,Nd,3.78
AC,2,2,A,Pb,1.058
AC,2,2,A,Rb,2
AC,2,2,A,Sr,33.77
AC,2,2,A,Ti,172.7
AC,2,2,A,Zr,50.6
AC,2,3,A,Al,2913
AC,2,3,A,Ba,11.44
AC,2,3,A,Ca,67800
AC,2,3,A,Ce,9.59
AC,2,3,A,Fe,677
AC,2,3,A,Hf,1.32
AC,2,3,A,K,1213.1
AC,2,3,A,La,4.56
AC,2,3,A,Li,1.68
AC,2,3,A,Mg,24310
AC,2,3,A,Mn,18.03
AC,2,3,A,Na,100690
AC,2,3,A,Nd,3.88
AC,2,3,A,Pb,1.024
AC,2,3,A,Rb,2.01
AC,2,3,A,Sr,33.88
AC,2,3,A,Ti,176.2
AC,2,3,A,Zr,49.21
AC,2,4,A,Al,2914
AC,2,4,A,Ba,11.76
AC,2,4,A,Ca,68010
AC,2,4,A,Ce,9.87
AC,2,4,A,Fe,669
AC,2,4,A,Hf,1.33
AC,2,4,A,K,1230.9
AC,2,4,A,La,4.57
AC,2,4,A,Li,1.55
AC,2,4,A,Mg,24030
AC,2,4,A,Mn,18.05
AC,2,4,A,Na,100890
AC,2,4,A,Nd,3.76
AC,2,4,A,Pb,1.075
AC,2,4,A,Rb,2.12
AC,2,4,A,Sr,34.05
AC,2,4,A,Ti,178
AC,2,4,A,Zr,49.5
AC,2,5,A,Al,2925
AC,2,5,A,Ba,11.9
AC,2,5,A,Ca,68060
AC,2,5,A,Ce,9.91
AC,2,5,A,Fe,677
AC,2,5,A,Hf,1.32
AC,2,5,A,K,1216.2
AC,2,5,A,La,4.55
AC,2,5,A,Li,1.64
AC,2,5,A,Mg,24030
AC,2,5,A,Mn,18.45
AC,2,5,A,Na,100410
AC,2,5,A,Nd,3.95
AC,2,5,A,Pb,0.999
AC,2,5,A,Rb,2.12
AC,2,5,A,Sr,33.51
AC,2,5,A,Ti,178.2
AC,2,5,A,Zr,50.35
AC,2,6,A,Al,2920
AC,2,6,A,Ba,11.34
AC,2,6,A,Ca,67650
AC,2,6,A,Ce,9.82
AC,2,6,A,Fe,669
AC,2,6,A,Hf,1.285
AC,2,6,A,K,1217.1
AC,2,6,A,La,4.59
AC,2,6,A,Li,1.46
AC,2,6,A,Mg,24040
AC,2,6,A,Mn,18.2
AC,2,6,A,Na,100320
AC,2,6,A,Nd,3.74
AC,2,6,A,Pb,1.045
AC,2,6,A,Rb,2.06
AC,2,6,A,Sr,33.75
AC,2,6,A,Ti,180
AC,2,6,A,Zr,50.8
AC,2,7,A,Al,2907
AC,2,7,A,Ba,12.16
AC,2,7,A,Ca,68290
AC,2,7,A,Ce,9.83
AC,2,7,A,Fe,698
AC,2,7,A,Hf,1.256
AC,2,7,A,K,1228.1
AC,2,7,A,La,4.72
AC,2,7,A,Li,1.55
AC,2,7,A,Mg,23930
AC,2,7,A,Mn,18.48
AC,2,7,A,Na,100960
AC,2,7,A,Nd,3.9
AC,2,7,A,Pb,1.066
AC,2,7,A,Rb,2.15
AC,2,7,A,Sr,34.02
AC,2,7,A,Ti,181.6
AC,2,7,A,Zr,50.7
AC,2,8,A,Al,2884
AC,2,8,A,Ba,12
AC,2,8,A,Ca,67570
AC,2,8,A,Ce,9.7
AC,2,8,A,Fe,669
AC,2,8,A,Hf,1.302
AC,2,8,A,K,1237.3
AC,2,8,A,La,4.59
AC,2,8,A,Li,1.93
AC,2,8,A,Mg,23860
AC,2,8,A,Mn,18.27
AC,2,8,A,Na,100590
AC,2,8,A,Nd,3.86
AC,2,8,A,Pb,1.038
AC,2,8,A,Rb,2.05
AC,2,8,A,Sr,33.42
AC,2,8,A,Ti,180.1
AC,2,8,A,Zr,50.6
AC,2,9,A,Al,2895
AC,2,9,A,Ba,12.08
AC,2,9,A,Ca,67030
AC,2,9,A,Ce,9.96
AC,2,9,A,Fe,681
AC,2,9,A,Hf,1.325
AC,2,9,A,K,1221.8
AC,2,9,A,La,4.57
AC,2,9,A,Li,1.91
AC,2,9,A,Mg,23810
AC,2,9,A,Mn,18.02
AC,2,9,A,Na,100950
AC,2,9,A,Nd,3.75
AC,2,9,A,Pb,1.092
AC,2,9,A,Rb,2.13
AC,2,9,A,Sr,33.74
AC,2,9,A,Ti,175.5
AC,2,9,A,Zr,49.1
AC,2,10,A,Al,2897
AC,2,10,A,Ba,11.98
AC,2,10,A,Ca,67810
AC,2,10,A,Ce,9.64
AC,2,10,A,Fe,678
AC,2,10,A,Hf,1.37
AC,2,10,A,K,1231
AC,2,10,A,La,4.56
AC,2,10,A,Li,1.78
AC,2,10,A,Mg,23880
AC,2,10,A,Mn,18.71
AC,2,10,A,Na,100780
AC,2,10,A,Nd,4
AC,2,10,A,Pb,1.084
AC,2,10,A,Rb,2.01
AC,2,10,A,Sr,33.91
AC,2,10,A,Ti,180.3
AC,2,10,A,Zr,49.6
AC,2,11,A,Al,2894
AC,2,11,A,Ba,11.79
AC,2,11,A,Ca,68190
AC,2,11,A,Ce,9.9
AC,2,11,A,Fe,673
AC,2,11,A,Hf,1.42
AC,2,11,A,K,1243.4
AC,2,11,A,La,4.41
AC,2,11,A,Li,1.9
AC,2,11,A,Mg,23900
AC,2,11,A,Mn,18.31
AC,2,11,A,Na,100680
AC,2,11,A,Nd,4.06
AC,2,11,A,Pb,1.018
AC,2,11,A,Rb,2.11
AC,2,11,A,Sr,33.96
AC,2,11,A,Ti,178.5
AC,2,11,A,Zr,50.3
AC,2,12,A,Al,2911
AC,2,12,A,Ba,11.86
AC,2,12,A,Ca,68240
AC,2,12,A,Ce,9.86
AC,2,12,A,Fe,672
AC,2,12,A,Hf,1.32
AC,2,12,A,K,1247.3
AC,2,12,A,La,4.62
AC,2,12,A,Li,1.96
AC,2,12,A,Mg,23820
AC,2,12,A,Mn,17.86
AC,2,12,A,Na,101340
