pane,fragment,Rep,mfr,element,ppm
BL,16,5,B,Pb,1.076
BL,16,5,B,Rb,1.007
BL,16,5,B,Sr,29.97
BL,16,5,B,Ti,122.5
BL,16,5,B,Zr,32.31
BL,17,1,B,Al,1750.5
BL,17,1,B,Ba,12.8
BL,17,1,B,Ca,68370
BL,17,1,B,Ce,4.65
BL,17,1,B,Fe,553
BL,17,1,B,Hf,0.878
BL,17,1,B,K,719.3
BL,17,1,B,La,2.63
BL,17,1,B,Li,3.65
BL,17,1,B,Mg,24790
BL,17,1,B,Mn,131.1
BL,17,1,B,Na,108560
BL,17,1,B,Nd,2.27
BL,17,1,B,Pb,1.115
BL,17,1,B,Rb,1.017
BL,17,1,B,Sr,30.53
BL,17,1,B,Ti,127.9
BL,17,1,B,Zr,33.68
BL,17,2,B,Al,1748.6
BL,17,2,B,Ba,12.98
BL,17,2,B,Ca,68520
BL,17,2,B,Ce,4.59
BL,17,2,B,Fe,548
BL,17,2,B,Hf,0.888
BL,17,2,B,K,714.6
BL,17,2,B,La,2.7
BL,17,2,B,Li,3.48
BL,17,2,B,Mg,24760
BL,17,2,B,Mn,132.3
BL,17,2,B,Na,108570
BL,17,2,B,Nd,2.33
BL,17,2,B,Pb,1.074
BL,17,2,B,Rb,1.028
BL,17,2,B,Sr,30.01
BL,17,2,B,Ti,124.5
BL,17,2,B,Zr,33.08
BL,17,3,B,Al,1727.3
BL,17,3,B,Ba,12.35
BL,17,3,B,Ca,68470
BL,17,3,B,Ce,4.65
BL,17,3,B,Fe,562
BL,17,3,B,Hf,0.892
BL,17,3,B,K,721.2
BL,17,3,B,La,2.674
BL,17,3,B,Li,2.94
BL,17,3,B,Mg,24550
BL,17,3,B,Mn,130.3
BL,17,3,B,Na,107980
BL,17,3,B,Nd,2.32
BL,17,3,B,Pb,1.053
BL,17,3,B,Rb,0.992
BL,17,3,B,Sr,29.84
BL,17,3,B,Ti,120.9
BL,17,3,B,Zr,32.42
BL,17,4,B,Al,1713
BL,17,4,B,Ba,12.7
BL,17,4,B,Ca,67840
BL,17,4,B,Ce,4.62
BL,17,4,B,Fe,547
BL,17,4,B,Hf,0.832
BL,17,4,B,K,714.1
BL,17,4,B,La,2.687
BL,17,4,B,Li,3.07
BL,17,4,B,Mg,24280
BL,17,4,B,Mn,128
BL,17,4,B,Na,106490
BL,17,4,B,Nd,2.26
BL,17,4,B,Pb,1.119
BL,17,4,B,Rb,1.004
BL,17,4,B,Sr,29.58
BL,17,4,B,Ti,124.9
BL,17,4,B,Zr,32.3
BL,17,5,B,Al,1700
BL,17,5,B,Ba,12.2
BL,17,5,B,Ca,67350
BL,17,5,B,Ce,4.71
BL,17,5,B,Fe,541
BL,17,5,B,Hf,0.86
BL,17,5,B,K,719.9
BL,17,5,B,La,2.603
BL,17,5,B,Li,3
BL,17,5,B,Mg,24160
BL,17,5,B,Mn,128.8
BL,17,5,B,Na,106330
BL,17,5,B,Nd,2.39
BL,17,5,B,Pb,1.109
BL,17,5,B,Rb,1.08
BL,17,5,B,Sr,29.6
BL,17,5,B,Ti,117.8
BL,17,5,B,Zr,33
BL,18,1,B,Al,1746.4
BL,18,1,B,Ba,12.28
BL,18,1,B,Ca,67920
BL,18,1,B,Ce,4.54
BL,18,1,B,Fe,541
BL,18,1,B,Hf,0.851
BL,18,1,B,K,721.1
BL,18,1,B,La,2.604
BL,18,1,B,Li,2.82
BL,18,1,B,Mg,24740
BL,18,1,B,Mn,129.5
BL,18,1,B,Na,107860
BL,18,1,B,Nd,2.29
BL,18,1,B,Pb,1.069
BL,18,1,B,Rb,1.071
BL,18,1,B,Sr,30.01
BL,18,1,B,Ti,122.1
BL,18,1,B,Zr,32.52
BL,18,2,B,Al,1737
BL,18,2,B,Ba,12.64
BL,18,2,B,Ca,68520
BL,18,2,B,Ce,4.67
BL,18,2,B,Fe,556
BL,18,2,B,Hf,0.784
BL,18,2,B,K,715.7
BL,18,2,B,La,2.59
BL,18,2,B,Li,3.35
BL,18,2,B,Mg,24760
BL,18,2,B,Mn,131.7
BL,18,2,B,Na,108610
BL,18,2,B,Nd,2.14
BL,18,2,B,Pb,1.051
BL,18,2,B,Rb,1.046
BL,18,2,B,Sr,30.32
BL,18,2,B,Ti,119.9
BL,18,2,B,Zr,32.57
BL,18,3,B,Al,1713
BL,18,3,B,Ba,12.13
BL,18,3,B,Ca,67670
BL,18,3,B,Ce,4.55
BL,18,3,B,Fe,553
BL,18,3,B,Hf,0.863
BL,18,3,B,K,715.2
BL,18,3,B,La,2.587
BL,18,3,B,Li,3.64
BL,18,3,B,Mg,24610
BL,18,3,B,Mn,128.5
BL,18,3,B,Na,108060
BL,18,3,B,Nd,2.21
BL,18,3,B,Pb,1.001
BL,18,3,B,Rb,1.033
BL,18,3,B,Sr,30.12
BL,18,3,B,Ti,125
BL,18,3,B,Zr,32.66
BL,18,4,B,Al,1708
BL,18,4,B,Ba,12.5
BL,18,4,B,Ca,68320
BL,18,4,B,Ce,4.66
BL,18,4,B,Fe,555
BL,18,4,B,Hf,0.798
BL,18,4,B,K,715.9
BL,18,4,B,La,2.705
BL,18,4,B,Li,3
BL,18,4,B,Mg,24440
BL,18,4,B,Mn,130.7
BL,18,4,B,Na,107950
BL,18,4,B,Nd,2.27
BL,18,4,B,Pb,1.105
BL,18,4,B,Rb,1.054
BL,18,4,B,Sr,30.51
BL,18,4,B,Ti,123.2
BL,18,4,B,Zr,31.51
BL,18,5,B,Al,1726
BL,18,5,B,Ba,12.56
BL,18,5,B,Ca,68250
BL,18,5,B,Ce,4.66
BL,18,5,B,Fe,545
BL,18,5,B,Hf,0.916
BL,18,5,B,K,723.9
BL,18,5,B,La,2.634
BL,18,5,B,Li,3.3
BL,18,5,B,Mg,24630
BL,18,5,B,Mn,131.3
BL,18,5,B,Na,108620
BL,18,5,B,Nd,2.3
BL,18,5,B,Pb,1.054
BL,18,5,B,Rb,1.047
BL,18,5,B,Sr,30.33
BL,18,5,B,Ti,122.2
BL,18,5,B,Zr,33.28
BL,19,1,B,Al,1683
BL,19,1,B,Ba,12.54
BL,19,1,B,Ca,67440
BL,19,1,B,Ce,4.52
BL,19,1,B,Fe,556
BL,19,1,B,Hf,0.831
BL,19,1,B,K,720.5
BL,19,1,B,La,2.58
BL,19,1,B,Li,3.68
BL,19,1,B,Mg,24330
BL,19,1,B,Mn,129
BL,19,1,B,Na,106990
BL,19,1,B,Nd,2.17
BL,19,1,B,Pb,1.024
BL,19,1,B,Rb,1.097
BL,19,1,B,Sr,30.23
BL,19,1,B,Ti,122.9
BL,19,1,B,Zr,31
BL,19,2,B,Al,1677.2
BL,19,2,B,Ba,11.97
BL,19,2,B,Ca,67410
BL,19,2,B,Ce,4.59
BL,19,2,B,Fe,536
BL,19,2,B,Hf,0.792
BL,19,2,B,K,718.6
BL,19,2,B,La,2.56
BL,19,2,B,Li,3.19
BL,19,2,B,Mg,24320
BL,19,2,B,Mn,128.1
BL,19,2,B,Na,106770
BL,19,2,B,Nd,2.18
BL,19,2,B,Pb,1.094
BL,19,2,B,Rb,1.026
BL,19,2,B,Sr,30.03
BL,19,2,B,Ti,123.4
BL,19,2,B,Zr,31.8
BL,19,3,B,Al,1648
BL,19,3,B,Ba,12.5
BL,19,3,B,Ca,66840
BL,19,3,B,Ce,4.62
BL,19,3,B,Fe,519
BL,19,3,B,Hf,0.768
BL,19,3,B,K,716.7
BL,19,3,B,La,2.572
BL,19,3,B,Li,3.47
BL,19,3,B,Mg,23980
BL,19,3,B,Mn,125.7
BL,19,3,B,Na,105530
BL,19,3,B,Nd,2.25
BL,19,3,B,Pb,0.995
BL,19,3,B,Rb,1.034
BL,19,3,B,Sr,29.95
BL,19,3,B,Ti,119.5
BL,19,3,B,Zr,30.19
BL,19,4,B,Al,1641
BL,19,4,B,Ba,12.11
BL,19,4,B,Ca,66700
BL,19,4,B,Ce,4.54
BL,19,4,B,Fe,531
BL,19,4,B,Hf,0.763
BL,19,4,B,K,714.3
BL,19,4,B,La,2.513
BL,19,4,B,Li,4.36
BL,19,4,B,Mg,24180
BL,19,4,B,Mn,127.3
BL,19,4,B,Na,106410
BL,19,4,B,Nd,2.16
BL,19,4,B,Pb,1.077
BL,19,4,B,Rb,1.054
BL,19,4,B,Sr,29.57
BL,19,4,B,Ti,121.3
BL,19,4,B,Zr,30.31
BL,19,5,B,Al,1635.3
BL,19,5,B,Ba,13
BL,19,5,B,Ca,66180
BL,19,5,B,Ce,4.76
BL,19,5,B,Fe,522
BL,19,5,B,Hf,0.851
BL,19,5,B,K,718.1
BL,19,5,B,La,2.522
BL,19,5,B,Li,4.67
BL,19,5,B,Mg,24000
BL,19,5,B,Mn,126.4
BL,19,5,B,Na,106070
BL,19,5,B,Nd,2.2
BL,19,5,B,Pb,1.057
BL,19,5,B,Rb,1.046
BL,19,5,B,Sr,29.82
BL,19,5,B,Ti,118.9
BL,19,5,B,Zr,30.17
BL,20,1,B,Al,1676
BL,20,1,B,Ba,12.49
BL,20,1,B,Ca,67100
BL,20,1,B,Ce,4.64
BL,20,1,B,Fe,519
BL,20,1,B,Hf,0.901
BL,20,1,B,K,713.1
BL,20,1,B,La,2.7
BL,20,1,B,Li,3.52
BL,20,1,B,Mg,24210
BL,20,1,B,Mn,127.2
BL,20,1,B,Na,106280
BL,20,1,B,Nd,2.23
BL,20,1,B,Pb,1.02
BL,20,1,B,Rb,1.059
BL,20,1,B,Sr,30.01
BL,20,1,B,Ti,117.9
BL,20,1,B,Zr,31.88
BL,20,2,B,Al,1668
BL,20,2,B,Ba,12.78
BL,20,2,B,Ca,67640
BL,20,2,B,Ce,4.76
BL,20,2,B,Fe,534
BL,20,2,B,Hf,0.859
BL,20,2,B,K,720.9
BL,20,2,B,La,2.622
BL,20,2,B,Li,3.49
BL,20,2,B,Mg,24020
BL,20,2,B,Mn,127.3
BL,20,2,B,Na,105560
BL,20,2,B,Nd,2.29
BL,20,2,B,Pb,1.138
BL,20,2,B,Rb,1.053
BL,20,2,B,Sr,30.2
BL,20,2,B,Ti,119.4
BL,20,2,B,Zr,32.81
BL,20,3,B,Al,1638
BL,20,3,B,Ba,12.43
BL,20,3,B,Ca,66260
BL,20,3,B,Ce,4.7
BL,20,3,B,Fe,520
BL,20,3,B,Hf,0.829
BL,20,3,B,K,710.2
BL,20,3,B,La,2.67
BL,20,3,B,Li,3.85
BL,20,3,B,Mg,23810
BL,20,3,B,Mn,126.2
BL,20,3,B,Na,105520
BL,20,3,B,Nd,2.34
BL,20,3,B,Pb,1.071
BL,20,3,B,Rb,1.057
BL,20,3,B,Sr,29.64
BL,20,3,B,Ti,118.6
BL,20,3,B,Zr,30.82
BL,20,4,B,Al,1640
BL,20,4,B,Ba,12.37
BL,20,4,B,Ca,66280
BL,20,4,B,Ce,4.52
BL,20,4,B,Fe,548
BL,20,4,B,Hf,0.807
BL,20,4,B,K,718.1
BL,20,4,B,La,2.53
BL,20,4,B,Li,4.49
BL,20,4,B,Mg,24130
BL,20,4,B,Mn,129
BL,20,4,B,Na,107670
BL,20,4,B,Nd,2.29
BL,20,4,B,Pb,1.064
BL,20,4,B,Rb,1.103
BL,20,4,B,Sr,29.78
BL,20,4,B,Ti,117.9
BL,20,4,B,Zr,31.66
BL,20,5,B,Al,1635
BL,20,5,B,Ba,12.92
BL,20,5,B,Ca,66610
BL,20,5,B,Ce,4.63
BL,20,5,B,Fe,520
BL,20,5,B,Hf,0.837
BL,20,5,B,K,721.9
BL,20,5,B,La,2.58
BL,20,5,B,Li,3.61
BL,20,5,B,Mg,23830
BL,20,5,B,Mn,127.2
BL,20,5,B,Na,106110
BL,20,5,B,Nd,2.14
BL,20,5,B,Pb,1.077
BL,20,5,B,Rb,1.03
BL,20,5,B,Sr,29.61
BL,20,5,B,Ti,115.9
BL,20,5,B,Zr,32.18
BL,21,1,B,Al,1694
BL,21,1,B,Ba,13.3
BL,21,1,B,Ca,67920
BL,21,1,B,Ce,4.73
BL,21,1,B,Fe,544
BL,21,1,B,Hf,0.904
BL,21,1,B,K,717
BL,21,1,B,La,2.68
BL,21,1,B,Li,3.65
BL,21,1,B,Mg,24380
BL,21,1,B,Mn,128.4
BL,21,1,B,Na,106800
BL,21,1,B,Nd,2.27
BL,21,1,B,Pb,1.106
BL,21,1,B,Rb,0.957
BL,21,1,B,Sr,30.75
BL,21,1,B,Ti,126.7
BL,21,1,B,Zr,32.02
BL,21,2,B,Al,1682.6
BL,21,2,B,Ba,12.71
BL,21,2,B,Ca,67760
BL,21,2,B,Ce,4.68
BL,21,2,B,Fe,536
BL,21,2,B,Hf,0.799
BL,21,2,B,K,712.5
BL,21,2,B,La,2.495
BL,21,2,B,Li,4.38
BL,21,2,B,Mg,24310
BL,21,2,B,Mn,128.2
BL,21,2,B,Na,106720
BL,21,2,B,Nd,2.34
BL,21,2,B,Pb,1.057
BL,21,2,B,Rb,1.055
BL,21,2,B,Sr,30.59
BL,21,2,B,Ti,121.4
BL,21,2,B,Zr,32.18
BL,21,3,B,Al,1677
BL,21,3,B,Ba,12.48
BL,21,3,B,Ca,67780
BL,21,3,B,Ce,4.61
BL,21,3,B,Fe,531
BL,21,3,B,Hf,0.864
BL,21,3,B,K,721.7
BL,21,3,B,La,2.567
BL,21,3,B,Li,3.54
BL,21,3,B,Mg,24210
BL,21,3,B,Mn,128.7
BL,21,3,B,Na,106560
BL,21,3,B,Nd,2.04
BL,21,3,B,Pb,1.155
BL,21,3,B,Rb,1.054
BL,21,3,B,Sr,30.44
BL,21,3,B,Ti,117.2
BL,21,3,B,Zr,32.42
BL,21,4,B,Al,1666
BL,21,4,B,Ba,12.88
BL,21,4,B,Ca,67200
BL,21,4,B,Ce,4.46
BL,21,4,B,Fe,536
BL,21,4,B,Hf,0.794
BL,21,4,B,K,716.4
BL,21,4,B,La,2.588
BL,21,4,B,Li,3.28
BL,21,4,B,Mg,24110
BL,21,4,B,Mn,128.5
BL,21,4,B,Na,106580
BL,21,4,B,Nd,2.31
BL,21,4,B,Pb,1.068
BL,21,4,B,Rb,1.143
BL,21,4,B,Sr,30.31
BL,21,4,B,Ti,121.6
BL,21,4,B,Zr,31.99
BL,21,5,B,Al,1671
BL,21,5,B,Ba,12.34
BL,21,5,B,Ca,67220
BL,21,5,B,Ce,4.62
BL,21,5,B,Fe,541
BL,21,5,B,Hf,0.865
BL,21,5,B,K,724.7
BL,21,5,B,La,2.598
BL,21,5,B,Li,4.4
BL,21,5,B,Mg,24180
BL,21,5,B,Mn,128.5
BL,21,5,B,Na,106960
BL,21,5,B,Nd,2.42
BL,21,5,B,Pb,1.072
BL,21,5,B,Rb,1.033
BL,21,5,B,Sr,30.64
BL,21,5,B,Ti,124.2
BL,21,5,B,Zr,31.93
BL,22,1,B,Al,1690
BL,22,1,B,Ba,12.72
BL,22,1,B,Ca,67740
BL,22,1,B,Ce,4.77
BL,22,1,B,Fe,535
BL,22,1,B,Hf,0.865
BL,22,1,B,K,719.9
BL,22,1,B,La,2.7
BL,22,1,B,Li,3.7
BL,22,1,B,Mg,24410
BL,22,1,B,Mn,127.5
BL,22,1,B,Na,107480
BL,22,1,B,Nd,2.39
BL,22,1,B,Pb,1.169
BL,22,1,B,Rb,1.045
BL,22,1,B,Sr,30.8
BL,22,1,B,Ti,120.8
BL,22,1,B,Zr,32.07
BL,22,2,B,Al,1681
BL,22,2,B,Ba,12.69
BL,22,2,B,Ca,68160
BL,22,2,B,Ce,4.77
BL,22,2,B,Fe,538
BL,22,2,B,Hf,0.821
BL,22,2,B,K,725.8
BL,22,2,B,La,2.67
BL,22,2,B,Li,3.35
BL,22,2,B,Mg,24370
BL,22,2,B,Mn,129.5
BL,22,2,B,Na,108120
BL,22,2,B,Nd,2.02
BL,22,2,B,Pb,1.118
BL,22,2,B,Rb,1.014
BL,22,2,B,Sr,30.59
BL,22,2,B,Ti,121.9
BL,22,2,B,Zr,32.38
BL,22,3,B,Al,1682
BL,22,3,B,Ba,12.66
BL,22,3,B,Ca,68140
BL,22,3,B,Ce,4.83
BL,22,3,B,Fe,539
BL,22,3,B,Hf,0.834
BL,22,3,B,K,726.7
BL,22,3,B,La,2.68
BL,22,3,B,Li,3.6
BL,22,3,B,Mg,24190
BL,22,3,B,Mn,128
BL,22,3,B,Na,106620
BL,22,3,B,Nd,2.27
BL,22,3,B,Pb,1.123
BL,22,3,B,Rb,1.18
BL,22,3,B,Sr,30.69
BL,22,3,B,Ti,124.1
BL,22,3,B,Zr,32.18
BL,22,4,B,Al,1670
BL,22,4,B,Ba,13.02
BL,22,4,B,Ca,67730
BL,22,4,B,Ce,4.78
BL,22,4,B,Fe,539
BL,22,4,B,Hf,0.751
BL,22,4,B,K,720.3
BL,22,4,B,La,2.57
BL,22,4,B,Li,4
BL,22,4,B,Mg,24400
BL,22,4,B,Mn,128.6
BL,22,4,B,Na,107500
BL,22,4,B,Nd,2.24
BL,22,4,B,Pb,1.087
BL,22,4,B,Rb,1.05
BL,22,4,B,Sr,30.55
BL,22,4,B,Ti,119.8
BL,22,4,B,Zr,31.54
BL,22,5,B,Al,1653
BL,22,5,B,Ba,12.49
BL,22,5,B,Ca,66740
BL,22,5,B,Ce,4.7
BL,22,5,B,Fe,530
BL,22,5,B,Hf,0.873
BL,22,5,B,K,713.1
BL,22,5,B,La,2.556
BL,22,5,B,Li,3.33
BL,22,5,B,Mg,24180
BL,22,5,B,Mn,128
BL,22,5,B,Na,107770
BL,22,5,B,Nd,2.23
BL,22,5,B,Pb,1.094
BL,22,5,B,Rb,1.127
BL,22,5,B,Sr,31.14
BL,22,5,B,Ti,120.4
BL,22,5,B,Zr,31.65
BL,23,1,B,Al,1670
BL,23,1,B,Ba,13.02
BL,23,1,B,Ca,66890
BL,23,1,B,Ce,4.65
BL,23,1,B,Fe,537
BL,23,1,B,Hf,0.772
BL,23,1,B,K,697.4
BL,23,1,B,La,2.616
BL,23,1,B,Li,2.66
BL,23,1,B,Mg,24170
BL,23,1,B,Mn,128.1
BL,23,1,B,Na,106160
BL,23,1,B,Nd,2.37
BL,23,1,B,Pb,1.066
BL,23,1,B,Rb,1.075
BL,23,1,B,Sr,29.65
BL,23,1,B,Ti,118.7
BL,23,1,B,Zr,30.52
BL,23,2,B,Al,1660
BL,23,2,B,Ba,13.02
BL,23,2,B,Ca,66470
BL,23,2,B,Ce,4.77
BL,23,2,B,Fe,536
BL,23,2,B,Hf,0.717
BL,23,2,B,K,707.2
BL,23,2,B,La,2.461
BL,23,2,B,Li,2.34
BL,23,2,B,Mg,24210
BL,23,2,B,Mn,127.7
BL,23,2,B,Na,105630
BL,23,2,B,Nd,2.26
BL,23,2,B,Pb,1.089
BL,23,2,B,Rb,1.045
BL,23,2,B,Sr,29.34
BL,23,2,B,Ti,121.1
BL,23,2,B,Zr,30.62
BL,23,3,B,Al,1643
BL,23,3,B,Ba,12.12
BL,23,3,B,Ca,65770
BL,23,3,B,Ce,4.65
BL,23,3,B,Fe,527
BL,23,3,B,Hf,0.795
BL,23,3,B,K,698.3
BL,23,3,B,La,2.568
BL,23,3,B,Li,3.64
BL,23,3,B,Mg,23850
BL,23,3,B,Mn,126.7
BL,23,3,B,Na,105360
BL,23,3,B,Nd,2.15
BL,23,3,B,Pb,1.05
BL,23,3,B,Rb,1.066
BL,23,3,B,Sr,28.7
BL,23,3,B,Ti,116.4
BL,23,3,B,Zr,30.29
BL,23,4,B,Al,1637.2
BL,23,4,B,Ba,12.56
BL,23,4,B,Ca,66070
BL,23,4,B,Ce,4.75
BL,23,4,B,Fe,530
BL,23,4,B,Hf,0.741
BL,23,4,B,K,701.8
BL,23,4,B,La,2.526
BL,23,4,B,Li,2.64
BL,23,4,B,Mg,23930
BL,23,4,B,Mn,126.4
BL,23,4,B,Na,104590
BL,23,4,B,Nd,2.24
BL,23,4,B,Pb,1.084
BL,23,4,B,Rb,0.948
BL,23,4,B,Sr,28.71
BL,23,4,B,Ti,122.7
BL,23,4,B,Zr,30.33
BL,23,5,B,Al,1654
BL,23,5,B,Ba,12.13
BL,23,5,B,Ca,66470
BL,23,5,B,Ce,4.56
BL,23,5,B,Fe,537
BL,23,5,B,Hf,0.809
BL,23,5,B,K,700.2
BL,23,5,B,La,2.612
BL,23,5,B,Li,2.63
BL,23,5,B,Mg,24100
BL,23,5,B,Mn,128
BL,23,5,B,Na,106470
BL,23,5,B,Nd,2.46
BL,23,5,B,Pb,1.033
BL,23,5,B,Rb,1.03
BL,23,5,B,Sr,28.65
BL,23,5,B,Ti,117.2
BL,23,5,B,Zr,30.7
BL,24,1,B,Al,1669
BL,24,1,B,Ba,12.71
BL,24,1,B,Ca,66210
BL,24,1,B,Ce,4.62
BL,24,1,B,Fe,538
BL,24,1,B,Hf,0.855
BL,24,1,B,K,702.6
BL,24,1,B,La,2.544
BL,24,1,B,Li,2.87
BL,24,1,B,Mg,23960
BL,24,1,B,Mn,125.5
BL,24,1,B,Na,105650
BL,24,1,B,Nd,2.17
BL,24,1,B,Pb,1.132
BL,24,1,B,Rb,1.079
BL,24,1,B,Sr,28.89
BL,24,1,B,Ti,116.5
BL,24,1,B,Zr,30.66
BL,24,2,B,Al,1653
BL,24,2,B,Ba,12.95
BL,24,2,B,Ca,65800
BL,24,2,B,Ce,4.72
BL,24,2,B,Fe,520
BL,24,2,B,Hf,0.772
BL,24,2,B,K,699.8
BL,24,2,B,La,2.52
BL,24,2,B,Li,2.63
BL,24,2,B,Mg,23890
BL,24,2,B,Mn,127.3
BL,24,2,B,Na,105220
BL,24,2,B,Nd,2.27
BL,24,2,B,Pb,1.03
BL,24,2,B,Rb,1.135
BL,24,2,B,Sr,28.27
BL,24,2,B,Ti,120
BL,24,2,B,Zr,29.68
BL,24,3,B,Al,1650
BL,24,3,B,Ba,12.87
BL,24,3,B,Ca,65390
BL,24,3,B,Ce,4.72
BL,24,3,B,Fe,541
BL,24,3,B,Hf,0.757
BL,24,3,B,K,700
BL,24,3,B,La,2.548
BL,24,3,B,Li,3.16
BL,24,3,B,Mg,23770
BL,24,3,B,Mn,126.2
BL,24,3,B,Na,104640
BL,24,3,B,Nd,2.21
BL,24,3,B,Pb,1.127
BL,24,3,B,Rb,1.015
BL,24,3,B,Sr,27.93
BL,24,3,B,Ti,115.2
BL,24,3,B,Zr,30.29
BL,24,4,B,Al,1651
BL,24,4,B,Ba,12.82
BL,24,4,B,Ca,65270
BL,24,4,B,Ce,4.64
BL,24,4,B,Fe,521
BL,24,4,B,Hf,0.854
BL,24,4,B,K,701.7
BL,24,4,B,La,2.6
BL,24,4,B,Li,2.47
BL,24,4,B,Mg,23890
BL,24,4,B,Mn,126.9
BL,24,4,B,Na,105670
BL,24,4,B,Nd,2.12
BL,24,4,B,Pb,1.162
BL,24,4,B,Rb,1.061
BL,24,4,B,Sr,28.26
BL,24,4,B,Ti,119.7
BL,24,4,B,Zr,30.11
BL,24,5,B,Al,1655.3
BL,24,5,B,Ba,12.53
BL,24,5,B,Ca,65450
BL,24,5,B,Ce,4.68
BL,24,5,B,Fe,546
BL,24,5,B,Hf,0.822
BL,24,5,B,K,703.9
BL,24,5,B,La,2.614
BL,24,5,B,Li,2.86
BL,24,5,B,Mg,23970
BL,24,5,B,Mn,127.7
BL,24,5,B,Na,106670
BL,24,5,B,Nd,2.21
BL,24,5,B,Pb,1.088
BL,24,5,B,Rb,1.045
BL,24,5,B,Sr,28.3
BL,24,5,B,Ti,118.4
BL,24,5,B,Zr,30.69
BL,24,6,B,Al,1635
BL,24,6,B,Ba,12.47
BL,24,6,B,Ca,65010
BL,24,6,B,Ce,4.67
BL,24,6,B,Fe,526
BL,24,6,B,Hf,0.866
BL,24,6,B,K,696.3
BL,24,6,B,La,2.523
BL,24,6,B,Li,3.4
BL,24,6,B,Mg,23830
BL,24,6,B,Mn,127.4
BL,24,6,B,Na,105170
BL,24,6,B,Nd,2.13
BL,24,6,B,Pb,1.116
BL,24,6,B,Rb,1.081
BL,24,6,B,Sr,27.8
BL,24,6,B,Ti,120.7
BL,24,6,B,Zr,30.06
BL,24,7,B,Al,1625
BL,24,7,B,Ba,12.74
BL,24,7,B,Ca,64790
BL,24,7,B,Ce,4.63
BL,24,7,B,Fe,525
BL,24,7,B,Hf,0.811
BL,24,7,B,K,705.4
BL,24,7,B,La,2.463
BL,24,7,B,Li,2
BL,24,7,B,Mg,23760
BL,24,7,B,Mn,126
BL,24,7,B,Na,106150
BL,24,7,B,Nd,2.16
BL,24,7,B,Pb,1.107
BL,24,7,B,Rb,1.091
BL,24,7,B,Sr,27.72
BL,24,7,B,Ti,115.7
BL,24,7,B,Zr,30.2
BL,24,8,B,Al,1619
BL,24,8,B,Ba,12.85
BL,24,8,B,Ca,64700
BL,24,8,B,Ce,4.63
BL,24,8,B,Fe,527
BL,24,8,B,Hf,0.791
BL,24,8,B,K,702.5
BL,24,8,B,La,2.544
BL,24,8,B,Li,2.95
BL,24,8,B,Mg,23780
BL,24,8,B,Mn,126.7
BL,24,8,B,Na,106400
BL,24,8,B,Nd,2.22
BL,24,8,B,Pb,1.052
BL,24,8,B,Rb,1.027
BL,24,8,B,Sr,27.88
BL,24,8,B,Ti,114.2
BL,24,8,B,Zr,29.92
BL,24,9,B,Al,1627
BL,24,9,B,Ba,12.98
BL,24,9,B,Ca,65050
BL,24,9,B,Ce,4.59
BL,24,9,B,Fe,539
BL,24,9,B,Hf,0.841
BL,24,9,B,K,702.1
BL,24,9,B,La,2.639
BL,24,9,B,Li,2.52
BL,24,9,B,Mg,23770
BL,24,9,B,Mn,127.3
BL,24,9,B,Na,105250
BL,24,9,B,Nd,2.34
BL,24,9,B,Pb,1.141
BL,24,9,B,Rb,1.048
BL,24,9,B,Sr,27.62
BL,24,9,B,Ti,113.5
BL,24,9,B,Zr,29.51
BL,24,10,B,Al,1630
BL,24,10,B,Ba,12.51
BL,24,10,B,Ca,64700
BL,24,10,B,Ce,4.58
BL,24,10,B,Fe,538
BL,24,10,B,Hf,0.769
BL,24,10,B,K,699.5
BL,24,10,B,La,2.461
BL,24,10,B,Li,3.06
BL,24,10,B,Mg,23750
BL,24,10,B,Mn,127.2
BL,24,10,B,Na,105920
BL,24,10,B,Nd,2.11
BL,24,10,B,Pb,1.081
BL,24,10,B,Rb,1.039
BL,24,10,B,Sr,27.7
BL,24,10,B,Ti,119.4
BL,24,10,B,Zr,29.4
BL,24,11,B,Al,1637
BL,24,11,B,Ba,11.9
BL,24,11,B,Ca,64690
BL,24,11,B,Ce,4.7
BL,24,11,B,Fe,537
BL,24,11,B,Hf,0.807
BL,24,11,B,K,703.3
BL,24,11,B,La,2.532
BL,24,11,B,Li,2.66
BL,24,11,B,Mg,23810
BL,24,11,B,Mn,126.3
BL,24,11,B,Na,105520
BL,24,11,B,Nd,2.25
BL,24,11,B,Pb,1.072
BL,24,11,B,Rb,1.011
BL,24,11,B,Sr,27.92
BL,24,11,B,Ti,115.4
BL,24,11,B,Zr,30.19
BL,24,12,B,Al,1618.2
BL,24,12,B,Ba,12.76
BL,24,12,B,Ca,64640
BL,24,12,B,Ce,4.72
BL,24,12,B,Fe,529
BL,24,12,B,Hf,0.8
BL,24,12,B,K,697.9
BL,24,12,B,La,2.563
BL,24,12,B,Li,2.89
BL,24,12,B,Mg,23570
BL,24,12,B,Mn,125.8
BL,24,12,B,Na,104460
BL,24,12,B,Nd,2.18
BL,24,12,B,Pb,1.098
BL,24,12,B,Rb,1.075
BL,24,12,B,Sr,27.65
BL,24,12,B,Ti,117
BL,24,12,B,Zr,29.7
BL,24,13,B,Al,1657
BL,24,13,B,Ba,12.38
BL,24,13,B,Ca,65880
BL,24,13,B,Ce,4.58
BL,24,13,B,Fe,539
BL,24,13,B,Hf,0.779
BL,24,13,B,K,702.6
BL,24,13,B,La,2.61
