"","x","y"
"2005",199,382
"2006",199,378
"2007",199,375
"2008",199,374
"2009",199,373
"2010",199,341
"2011",199,309
"2012",199,292
"2013",199,291
"2014",199,285
"2015",199,284
"2016",199,283
"2017",199,282
"2018",199,281
"2019",199,221
"2020",199,220
"2021",199,219
"2022",199,218
"2023",199,217
"2024",199,216
"2025",199,215
"2026",199,214
"2027",199,213
"2030",198,656
"2031",198,636
"2032",198,633
"2033",198,612
"2034",198,607
"2035",198,594
"2036",198,591
"2037",198,570
"2038",198,569
"2039",198,545
"2040",198,544
"2041",198,518
"2042",198,517
"2043",198,516
"2044",198,515
"2045",198,483
"2046",198,481
"2047",198,478
"2048",198,475
"2049",198,472
"2050",198,470
"2051",198,467
"2052",198,464
"2053",198,449
"2054",198,445
"2055",198,444
"2056",198,440
"2057",198,436
"2058",198,435
"2059",198,430
"2060",198,429
"2061",198,425
"2062",198,418
"2063",198,415
"2064",198,414
"2065",198,410
"2066",198,409
"2067",198,405
"2068",198,404
"2069",198,399
"2070",198,398
"2071",198,395
"2072",198,394
"2073",198,389
"2074",198,388
"2075",198,385
"2076",198,382
"2077",198,379
"2078",198,376
"2079",198,374
"2080",198,341
"2081",198,311
"2082",198,310
"2083",198,290
"2084",198,289
"2085",198,288
"2086",198,287
"2087",198,286
"2088",198,227
"2089",198,226
"2090",198,225
"2091",198,224
"2092",198,223
"2093",198,222
"2094",198,212
"2095",198,211
"2098",197,658
"2099",197,657
"2100",197,635
"2101",197,633
"2102",197,612
"2103",197,608
"2104",197,593
"2105",197,591
"2106",197,568
"2107",197,545
"2108",197,542
"2109",197,522
"2110",197,521
"2111",197,520
"2112",197,519
"2113",197,483
"2114",197,481
"2115",197,478
"2116",197,476
"2117",197,473
"2118",197,470
"2119",197,467
"2120",197,464
"2121",197,448
"2122",197,447
"2123",197,443
"2124",197,439
"2125",197,438
"2126",197,434
"2127",197,433
"2128",197,428
"2129",197,427
"2130",197,425
"2131",197,417
"2132",197,413
"2133",197,412
"2134",197,408
"2135",197,407
"2136",197,403
"2137",197,402
"2138",197,397
"2139",197,393
"2140",197,388
"2141",197,385
"2142",197,382
"2143",197,379
"2144",197,376
"2145",197,374
"2146",197,370
"2147",197,369
"2148",197,341
"2149",197,315
"2150",197,314
"2151",197,313
"2152",197,312
"2153",197,232
"2154",197,231
"2155",197,230
"2156",197,229
"2157",197,228
"2158",197,217
"2159",197,216
"2160",197,215
"2161",197,214
"2162",197,213
"2163",197,188
"2164",197,187
"2165",197,186
"2166",197,185
"2167",197,184
"2168",197,183
"2169",197,182
"2170",197,181
"2173",196,659
"2174",196,635
"2175",196,632
"2176",196,612
"2177",196,608
"2178",196,593
"2179",196,591
"2180",196,567
"2181",196,543
"2182",196,527
"2183",196,526
"2184",196,525
"2185",196,524
"2186",196,523
"2187",196,484
"2188",196,481
"2189",196,479
"2190",196,476
"2191",196,473
"2192",196,470
"2193",196,467
"2194",196,463
"2195",196,446
"2196",196,445
"2197",196,442
"2198",196,441
"2199",196,437
"2200",196,436
"2201",196,432
"2202",196,431
"2203",196,426
"2204",196,416
"2205",196,415
"2206",196,411
"2207",196,410
"2208",196,406
"2209",196,405
"2210",196,401
"2211",196,396
"2212",196,392
"2213",196,388
"2214",196,385
"2215",196,382
"2216",196,379
"2217",196,377
"2218",196,374
"2219",196,372
"2220",196,371
"2221",196,340
"2222",196,319
"2223",196,318
"2224",196,317
"2225",196,316
"2226",196,241
"2227",196,240
"2228",196,239
"2229",196,238
"2230",196,237
"2231",196,236
"2232",196,235
"2233",196,234
"2234",196,233
"2235",196,221
"2236",196,220
"2237",196,219
"2238",196,218
"2239",196,196
"2240",196,195
"2241",196,194
"2242",196,193
"2243",196,192
"2244",196,191
"2245",196,190
"2246",196,189
"2251",195,660
"2252",195,634
"2253",195,632
"2254",195,612
"2255",195,608
"2256",195,592
"2257",195,590
"2258",195,566
"2259",195,565
"2260",195,543
"2261",195,531
"2262",195,530
"2263",195,529
"2264",195,528
"2265",195,513
"2266",195,512
"2267",195,511
"2268",195,510
"2269",195,509
"2270",195,508
"2271",195,482
"2272",195,479
"2273",195,477
"2274",195,473
"2275",195,470
"2276",195,466
"2277",195,465
"2278",195,462
"2279",195,461
"2280",195,444
"2281",195,440
"2282",195,439
"2283",195,435
"2284",195,434
"2285",195,430
"2286",195,429
"2287",195,419
"2288",195,414
"2289",195,413
"2290",195,409
"2291",195,404
"2292",195,403
"2293",195,400
"2294",195,395
"2295",195,391
"2296",195,388
"2297",195,386
"2298",195,383
"2299",195,380
"2300",195,378
"2301",195,375
"2302",195,372
"2303",195,370
"2304",195,367
"2305",195,366
"2306",195,365
"2307",195,340
"2308",195,325
"2309",195,324
"2310",195,323
"2311",195,322
"2312",195,321
"2313",195,320
"2314",195,264
"2315",195,263
"2316",195,262
"2317",195,261
"2318",195,260
"2319",195,243
"2320",195,242
"2321",195,227
"2322",195,226
"2323",195,225
"2324",195,224
"2325",195,223
"2326",195,222
"2327",195,211
"2328",195,210
"2329",195,209
"2330",195,208
"2331",195,207
"2332",195,206
"2333",195,205
"2334",195,204
"2335",195,203
"2336",195,202
"2337",195,201
"2338",195,200
"2339",195,199
"2340",195,198
"2341",195,197
"2345",194,661
"2346",194,634
"2347",194,632
"2348",194,613
"2349",194,608
"2350",194,592
"2351",194,590
"2352",194,564
"2353",194,563
"2354",194,543
"2355",194,536
"2356",194,535
"2357",194,534
"2358",194,533
"2359",194,532
"2360",194,519
"2361",194,518
"2362",194,517
"2363",194,516
"2364",194,515
"2365",194,514
"2366",194,507
"2367",194,479
"2368",194,477
"2369",194,473
"2370",194,469
"2371",194,464
"2372",194,460
"2373",194,459
"2374",194,443
"2375",194,442
"2376",194,438
"2377",194,433
"2378",194,432
"2379",194,428
"2380",194,420
"2381",194,418
"2382",194,417
"2383",194,412
"2384",194,411
"2385",194,408
"2386",194,407
"2387",194,402
"2388",194,399
"2389",194,398
"2390",194,395
"2391",194,392
"2392",194,389
"2393",194,386
"2394",194,383
"2395",194,380
"2396",194,378
"2397",194,375
"2398",194,373
"2399",194,370
"2400",194,368
"2401",194,365
"2402",194,364
"2403",194,340
"2404",194,329
"2405",194,328
"2406",194,327
"2407",194,326
"2408",194,271
"2409",194,270
"2410",194,269
"2411",194,268
"2412",194,267
"2413",194,266
"2414",194,265
"2415",194,259
"2416",194,244
"2417",194,230
"2418",194,229
"2419",194,228
"2420",194,217
"2421",194,216
"2422",194,215
"2423",194,214
"2424",194,213
"2425",194,212
"2429",193,662
"2430",193,631
"2431",193,613
"2432",193,609
"2433",193,592
"2434",193,590
"2435",193,562
"2436",193,542
"2437",193,541
"2438",193,540
"2439",193,539
"2440",193,538
"2441",193,537
"2442",193,525
"2443",193,524
"2444",193,523
"2445",193,522
"2446",193,521
"2447",193,520
"2448",193,507
"2449",193,480
"2450",193,477
"2451",193,472
"2452",193,468
"2453",193,467
"2454",193,463
"2455",193,462
"2456",193,458
"2457",193,441
"2458",193,440
"2459",193,437
"2460",193,436
"2461",193,431
"2462",193,430
"2463",193,427
"2464",193,426
"2465",193,420
"2466",193,416
"2467",193,415
"2468",193,414
"2469",193,410
"2470",193,406
"2471",193,401
"2472",193,398
"2473",193,395
"2474",193,392
"2475",193,390
"2476",193,387
"2477",193,384
"2478",193,381
"2479",193,379
"2480",193,376
"2481",193,373
"2482",193,371
"2483",193,368
"2484",193,365
"2485",193,339
"2486",193,334
"2487",193,333
"2488",193,332
"2489",193,331
"2490",193,330
"2491",193,281
"2492",193,280
"2493",193,279
"2494",193,278
"2495",193,277
"2496",193,276
"2497",193,275
"2498",193,274
"2499",193,273
"2500",193,272
"2501",193,259
"2502",193,245
"2503",193,234
"2504",193,233
"2505",193,232
"2506",193,231
"2507",193,224
"2508",193,223
"2509",193,222
"2510",193,221
"2511",193,220
"2512",193,219
"2513",193,218
"2517",192,664
"2518",192,663
"2519",192,633
"2520",192,631
"2521",192,613
"2522",192,609
"2523",192,591
"2524",192,589
"2525",192,561
"2526",192,529
"2527",192,528
"2528",192,527
"2529",192,526
"2530",192,508
"2531",192,479
"2532",192,476
"2533",192,475
"2534",192,471
"2535",192,470
"2536",192,466
"2537",192,461
"2538",192,457
"2539",192,456
"2540",192,439
"2541",192,435
"2542",192,434
"2543",192,429
"2544",192,428
"2545",192,425
"2546",192,424
"2547",192,419
"2548",192,413
"2549",192,409
"2550",192,405
"2551",192,401
"2552",192,398
"2553",192,395
"2554",192,393
"2555",192,390
"2556",192,387
"2557",192,385
"2558",192,382
"2559",192,379
"2560",192,376
"2561",192,374
"2562",192,371
"2563",192,369
"2564",192,366
"2565",192,363
"2566",192,362
"2567",192,338
"2568",192,337
"2569",192,336
"2570",192,335
"2571",192,286
"2572",192,285
"2573",192,284
"2574",192,283
"2575",192,282
"2576",192,259
"2577",192,245
"2578",192,236
"2579",192,235
"2580",192,229
"2581",192,228
"2582",192,227
"2583",192,226
"2584",192,225
"2588",191,665
"2589",191,633
"2590",191,631
"2591",191,613
"2592",191,609
"2593",191,591
"2594",191,589
"2595",191,561
"2596",191,533
"2597",191,532
"2598",191,531
"2599",191,530
"2600",191,508
"2601",191,478
"2602",191,474
"2603",191,473
"2604",191,469
"2605",191,468
"2606",191,465
"2607",191,464
"2608",191,460
"2609",191,459
"2610",191,455
"2611",191,438
"2612",191,437
"2613",191,433
"2614",191,432
"2615",191,427
"2616",191,426
"2617",191,423
"2618",191,422
"2619",191,421
"2620",191,418
"2621",191,413
"2622",191,412
"2623",191,408
"2624",191,405
"2625",191,402
"2626",191,399
"2627",191,396
"2628",191,393
"2629",191,391
"2630",191,388
"2631",191,385
"2632",191,382
"2633",191,380
"2634",191,377
"2635",191,374
"2636",191,371
"2637",191,369
"2638",191,366
"2639",191,364
"2640",191,362
"2641",191,288
"2642",191,287
"2643",191,259
"2644",191,246
"2645",191,234
"2646",191,233
"2647",191,232
"2648",191,231
"2649",191,230
"2653",190,666
"2654",190,665
"2655",190,632
"2656",190,630
"2657",190,613
"2658",190,610
"2659",190,590
"2660",190,588
"2661",190,560
"2662",190,536
"2663",190,535
"2664",190,534
"2665",190,508
"2666",190,483
"2667",190,482
"2668",190,477
"2669",190,476
"2670",190,472
"2671",190,467
"2672",190,463
"2673",190,462
"2674",190,458
"2675",190,457
"2676",190,454
"2677",190,453
"2678",190,441
"2679",190,440
"2680",190,436
"2681",190,435
"2682",190,431
"2683",190,425
"2684",190,421
"2685",190,417
"2686",190,416
"2687",190,411
"2688",190,408
"2689",190,405
"2690",190,402
"2691",190,399
"2692",190,397
"2693",190,394
"2694",190,391
"2695",190,388
"2696",190,386
"2697",190,383
"2698",190,380
"2699",190,377
"2700",190,375
"2701",190,372
"2702",190,370
"2703",190,367
"2704",190,365
"2705",190,362
"2706",190,289
"2707",190,259
"2708",190,246
"2709",190,236
"2710",190,235
"2714",189,666
"2715",189,632
"2716",189,630
"2717",189,614
"2718",189,610
"2719",189,590
"2720",189,588
"2721",189,560
"2722",189,539
"2723",189,538
"2724",189,537
"2725",189,508
"2726",189,484
"2727",189,481
"2728",189,480
"2729",189,479
"2730",189,475
"2731",189,474
"2732",189,471
"2733",189,470
"2734",189,466
"2735",189,465
"2736",189,464
"2737",189,461
"2738",189,460
"2739",189,456
"2740",189,455
"2741",189,452
"2742",189,451
"2743",189,439
"2744",189,434
"2745",189,433
"2746",189,430
"2747",189,429
"2748",189,428
"2749",189,424
"2750",189,423
"2751",189,422
"2752",189,421
"2753",189,415
"2754",189,414
"2755",189,413
"2756",189,412
"2757",189,408
"2758",189,406
"2759",189,403
"2760",189,400
"2761",189,397
"2762",189,394
"2763",189,392
"2764",189,389
"2765",189,386
"2766",189,383
"2767",189,381
"2768",189,378
"2769",189,375
"2770",189,373
"2771",189,370
"2772",189,367
"2773",189,365
"2774",189,362
"2775",189,289
"2776",189,259
"2777",189,247
"2782",188,667
"2783",188,631
"2784",188,629
"2785",188,614
"2786",188,610
"2787",188,589
"2788",188,587
"2789",188,561
"2790",188,540
"2791",188,508
"2792",188,483
"2793",188,482
"2794",188,478
"2795",188,473
"2796",188,469
"2797",188,468
"2798",188,463
"2799",188,462
"2800",188,459
"2801",188,458
"2802",188,454
"2803",188,453
"2804",188,450
"2805",188,449
"2806",188,442
"2807",188,441
"2808",188,438
"2809",188,432
"2810",188,429
"2811",188,410
"2812",188,409
"2813",188,406
"2814",188,403
"2815",188,400
"2816",188,398
"2817",188,395
"2818",188,392
"2819",188,389
"2820",188,387
"2821",188,384
"2822",188,381
"2823",188,378
"2824",188,376
"2825",188,373
"2826",188,371
"2827",188,368
"2828",188,366
"2829",188,363
"2830",188,289
"2831",188,260
"2832",188,247
"2835",187,666
"2836",187,665
"2837",187,631
"2838",187,629
"2839",187,614
"2840",187,611
"2841",187,589
"2842",187,587
"2843",187,562
"2844",187,541
"2845",187,508
"2846",187,481
"2847",187,480
"2848",187,477
"2849",187,476
"2850",187,472
"2851",187,471
"2852",187,467
"2853",187,466
"2854",187,461
"2855",187,457
"2856",187,452
"2857",187,448
"2858",187,447
"2859",187,440
"2860",187,437
"2861",187,436
"2862",187,431
"2863",187,430
"2864",187,429
"2865",187,408
"2866",187,407
"2867",187,405
"2868",187,404
"2869",187,401
"2870",187,398
"2871",187,395
"2872",187,393
"2873",187,390
"2874",187,387
"2875",187,384
"2876",187,382
"2877",187,379
"2878",187,377
"2879",187,374
"2880",187,371
"2881",187,368
"2882",187,366
"2883",187,364
"2884",187,289
"2885",187,260
"2886",187,247
"2888",186,664
"2889",186,663
"2890",186,631
"2891",186,628
"2892",186,615
"2893",186,611
"2894",186,588
"2895",186,586
"2896",186,565
"2897",186,564
"2898",186,563
"2899",186,541
"2900",186,508
"2901",186,479
"2902",186,475
"2903",186,470
"2904",186,469
"2905",186,465
"2906",186,460
"2907",186,459
"2908",186,456
"2909",186,455
"2910",186,451
"2911",186,450
"2912",186,446
"2913",186,439
"2914",186,404
"2915",186,401
"2916",186,399
"2917",186,396
"2918",186,393
"2919",186,390
"2920",186,388
"2921",186,385
"2922",186,382
"2923",186,380
"2924",186,377
"2925",186,374
"2926",186,372
"2927",186,369
"2928",186,366
"2929",186,365
"2930",186,364
"2931",186,289
"2932",186,260
"2933",186,248
"2935",185,662
"2936",185,630
"2937",185,628
"2938",185,615
"2939",185,611
"2940",185,588
"2941",185,586
"2942",185,567
"2943",185,566
"2944",185,540
"2945",185,508
"2946",185,478
"2947",185,477
"2948",185,474
"2949",185,473
"2950",185,468
"2951",185,467
"2952",185,464
"2953",185,463
"2954",185,458
"2955",185,454
"2956",185,453
"2957",185,449
"2958",185,448
"2959",185,445
"2960",185,444
"2961",185,438
"2962",185,437
"2963",185,436
"2964",185,406
"2965",185,405
"2966",185,404
"2967",185,402
"2968",185,399
"2969",185,396
"2970",185,394
"2971",185,391
"2972",185,388
"2973",185,386
"2974",185,383
"2975",185,380
"2976",185,378
"2977",185,375
"2978",185,372
"2979",185,370
"2980",185,289
"2981",185,260
"2982",185,248
"2984",184,661
"2985",184,660
"2986",184,630
"2987",184,627
"2988",184,615
"2989",184,611
"2990",184,588
"2991",184,586
"2992",184,569
"2993",184,568
"2994",184,539
"2995",184,508
"2996",184,482
"2997",184,481
"2998",184,476
"2999",184,475
"3000",184,472
"3001",184,471
"3002",184,466
"3003",184,465
"3004",184,462
"3005",184,461
"3006",184,457
"3007",184,456
"3008",184,452
"3009",184,451
"3010",184,447
"3011",184,446
"3012",184,400
"3013",184,397
"3014",184,394
"3015",184,392
"3016",184,391
"3017",184,389
"3018",184,386
"3019",184,384
"3020",184,381
"3021",184,378
"3022",184,375
"3023",184,371
"3024",184,370
"3025",184,289
"3026",184,260
"3027",184,248
"3029",183,659
"3030",183,629
"3031",183,627
"3032",183,615
"3033",183,612
"3034",183,587
"3035",183,585
"3036",183,573
"3037",183,572
"3038",183,571
"3039",183,570
"3040",183,561
"3041",183,560
"3042",183,559
"3043",183,558
"3044",183,538
"3045",183,509
"3046",183,483
"3047",183,474
"3048",183,473
"3049",183,470
"3050",183,469
"3051",183,464
"3052",183,460
"3053",183,459
"3054",183,455
"3055",183,454
"3056",183,453
"3057",183,450
"3058",183,449
"3059",183,445
"3060",183,444
"3061",183,403
"3062",183,397
"3063",183,395
"3064",183,392
"3065",183,390
"3066",183,387
"3067",183,384
"3068",183,381
"3069",183,379
"3070",183,376
"3071",183,289
"3072",183,261
"3073",183,248
"3074",183,198
"3075",183,196
"3076",183,195
"3078",182,658
"3079",182,657
"3080",182,629
"3081",182,627
"3082",182,615
"3083",182,612
"3084",182,587
"3085",182,585
"3086",182,575
"3087",182,574
"3088",182,564
"3089",182,563
"3090",182,562
"3091",182,557
"3092",182,537
"3093",182,509
"3094",182,483
"3095",182,482
"3096",182,481
"3097",182,479
"3098",182,478
"3099",182,472
"3100",182,468
"3101",182,467
"3102",182,463
"3103",182,462
"3104",182,458
"3105",182,457
"3106",182,452
"3107",182,448
"3108",182,402
"3109",182,398
"3110",182,395
"3111",182,393
"3112",182,390
"3113",182,387
"3114",182,384
"3115",182,382
"3116",182,378
"3117",182,377
"3118",182,311
"3119",182,310
"3120",182,309
"3121",182,308
"3122",182,307
"3123",182,306
"3124",182,289
"3125",182,261
"3126",182,248
"3127",182,199
"3128",182,194
"3129",182,181
"3130",181,656
"3131",181,655
"3132",181,654
"3133",181,628
"3134",181,626
"3135",181,616
"3136",181,612
"3137",181,587
"3138",181,584
"3139",181,579
"3140",181,578
"3141",181,577
"3142",181,576
"3143",181,568
"3144",181,567
"3145",181,566
"3146",181,565
"3147",181,556
"3148",181,536
"3149",181,535
"3150",181,509
"3151",181,477
"3152",181,476
"3153",181,471
"3154",181,470
"3155",181,466
"3156",181,461
"3157",181,460
"3158",181,456
"3159",181,451
"3160",181,450
"3161",181,448
"3162",181,402
"3163",181,398
"3164",181,396
"3165",181,393
"3166",181,389
"3167",181,388
"3168",181,384
"3169",181,383
"3170",181,319
"3171",181,318
"3172",181,317
"3173",181,316
"3174",181,315
"3175",181,314
"3176",181,313
"3177",181,312
"3178",181,305
"3179",181,304
"3180",181,289
"3181",181,261
"3182",181,249
"3183",181,199
"3184",181,196
"3185",181,193
"3186",181,192
"3187",181,181
"3188",180,653
"3189",180,652
"3190",180,628
"3191",180,626
"3192",180,616
"3193",180,612
"3194",180,586
"3195",180,583
"3196",180,582
"3197",180,581
"3198",180,580
"3199",180,571
"3200",180,570
"3201",180,569
"3202",180,556
"3203",180,534
"3204",180,509
"3205",180,479
"3206",180,475
"3207",180,474
"3208",180,473
"3209",180,469
"3210",180,468
"3211",180,465
"3212",180,464
"3213",180,459
"3214",180,458
"3215",180,455
"3216",180,454
"3217",180,449
"3218",180,448
"3219",180,401
"3220",180,400
"3221",180,399
"3222",180,396
"3223",180,394
"3224",180,327
"3225",180,326
"3226",180,325
"3227",180,324
"3228",180,323
"3229",180,322
"3230",180,321
"3231",180,320
"3232",180,303
"3233",180,289
"3234",180,262
"3235",180,249
"3236",180,199
"3237",180,195
"3238",180,191
"3239",180,190
"3240",180,182
"3241",179,651
"3242",179,650
"3243",179,649
"3244",179,648
"3245",179,628
"3246",179,625
"3247",179,616
"3248",179,612
"3249",179,586
"3250",179,573
"3251",179,572
"3252",179,556
"3253",179,532
"3254",179,509
"3255",179,478
"3256",179,477
"3257",179,476
"3258",179,472
"3259",179,467
"3260",179,466
"3261",179,463
"3262",179,462
"3263",179,457
"3264",179,456
"3265",179,453
"3266",179,394
"3267",179,336
"3268",179,335
"3269",179,334
"3270",179,333
"3271",179,332
"3272",179,331
"3273",179,330
"3274",179,329
"3275",179,328
"3276",179,303
"3277",179,288
"3278",179,262
"3279",179,249
"3280",179,200
"3281",179,197
"3282",179,194
"3283",179,193
"3284",179,189
"3285",179,182
"3286",178,647
"3287",178,646
"3288",178,627
"3289",178,625
"3290",178,617
"3291",178,613
"3292",178,587
"3293",178,575
"3294",178,574
"3295",178,556
"3296",178,532
"3297",178,531
"3298",178,509
"3299",178,475
"3300",178,474
"3301",178,470
"3302",178,465
"3303",178,464
"3304",178,455
"3305",178,452
"3306",178,395
"3307",178,337
"3308",178,302
"3309",178,288
"3310",178,262
"3311",178,248
"3312",178,200
"3313",178,198
"3314",178,192
"3315",178,191
"3316",178,189
"3317",178,182
"3318",177,645
"3319",177,644
"3320",177,627
"3321",177,624
"3322",177,617
"3323",177,613
"3324",177,588
"3325",177,577
"3326",177,576
"3327",177,556
"3328",177,530
"3329",177,509
"3330",177,473
"3331",177,472
"3332",177,462
"3333",177,454
"3334",177,452
"3335",177,398
"3336",177,397
"3337",177,396
"3338",177,364
"3339",177,363
"3340",177,362
"3341",177,337
"3342",177,302
"3343",177,288
"3344",177,263
"3345",177,248
"3346",177,200
"3347",177,198
"3348",177,191
"3349",177,189
"3350",177,183
"3351",176,685
"3352",176,684
"3353",176,643
"3354",176,642
"3355",176,627
"3356",176,624
"3357",176,617
"3358",176,613
"3359",176,590
"3360",176,589
"3361",176,580
"3362",176,579
"3363",176,578
"3364",176,556
"3365",176,529
"3366",176,509
"3367",176,453
"3368",176,452
"3369",176,399
"3370",176,396
"3371",176,371
"3372",176,370
"3373",176,364
"3374",176,361
"3375",176,360
"3376",176,337
"3377",176,302
"3378",176,288
"3379",176,263
"3380",176,248
"3381",176,200
"3382",176,198
"3383",176,191
"3384",176,189
"3385",176,183
"3386",175,687
"3387",175,686
"3388",175,683
"3389",175,641
"3390",175,640
"3391",175,626
"3392",175,623
"3393",175,617
"3394",175,613
"3395",175,592
"3396",175,591
"3397",175,581
"3398",175,556
"3399",175,528
"3400",175,509
"3401",175,399
"3402",175,396
"3403",175,379
"3404",175,378
"3405",175,377
"3406",175,371
"3407",175,369
"3408",175,368
"3409",175,367
"3410",175,363
"3411",175,359
"3412",175,358
"3413",175,337
"3414",175,302
"3415",175,288
"3416",175,263
"3417",175,250
"3418",175,249
"3419",175,248
"3420",175,202
"3421",175,201
"3422",175,198
"3423",175,191
"3424",175,189
"3425",175,184
"3426",174,688
"3427",174,682
"3428",174,639
"3429",174,638
"3430",174,626
"3431",174,623
"3432",174,618
"3433",174,614
"3434",174,594
"3435",174,593
"3436",174,586
"3437",174,585
"3438",174,581
"3439",174,556
"3440",174,527
"3441",174,509
"3442",174,399
"3443",174,398
"3444",174,397
"3445",174,393
"3446",174,379
"3447",174,376
"3448",174,375
"3449",174,374
"3450",174,371
"3451",174,366
"3452",174,365
"3453",174,362
"3454",174,361
"3455",174,357
"3456",174,337
"3457",174,301
"3458",174,288
"3459",174,264
"3460",174,250
"3461",174,202
"3462",174,198
"3463",174,191
"3464",174,189
"3465",174,184
"3466",173,689
"3467",173,681
"3468",173,657
"3469",173,656
"3470",173,655
"3471",173,654
"3472",173,653
"3473",173,652
"3474",173,651
"3475",173,650
"3476",173,649
"3477",173,648
"3478",173,647
"3479",173,637
"3480",173,636
"3481",173,625
"3482",173,622
"3483",173,618
"3484",173,614
"3485",173,596
"3486",173,595
"3487",173,589
"3488",173,588
"3489",173,587
"3490",173,584
"3491",173,581
"3492",173,557
"3493",173,551
"3494",173,549
"3495",173,526
"3496",173,525
"3497",173,510
"3498",173,394
"3499",173,392
"3500",173,384
"3501",173,383
"3502",173,378
"3503",173,373
"3504",173,372
"3505",173,370
"3506",173,369
"3507",173,368
"3508",173,364
"3509",173,363
"3510",173,360
"3511",173,359
"3512",173,356
"3513",173,337
"3514",173,301
"3515",173,287
"3516",173,264
"3517",173,250
"3518",173,249
"3519",173,222
"3520",173,215
"3521",173,209
"3522",173,202
"3523",173,197
"3524",173,191
"3525",173,189
"3526",173,185
"3527",172,690
"3528",172,680
"3529",172,658
"3530",172,646
"3531",172,645
"3532",172,644
"3533",172,643
"3534",172,642
"3535",172,635
"3536",172,634
"3537",172,633
"3538",172,625
"3539",172,622
"3540",172,618
"3541",172,614
"3542",172,599
"3543",172,598
"3544",172,597
"3545",172,592
"3546",172,591
"3547",172,590
"3548",172,583
"3549",172,581
"3550",172,557
"3551",172,551
"3552",172,550
"3553",172,549
"3554",172,548
"3555",172,547
"3556",172,524
"3557",172,510
"3558",172,394
"3559",172,392
"3560",172,385
"3561",172,382
"3562",172,381
"3563",172,380
"3564",172,377
"3565",172,376
"3566",172,371
"3567",172,367
"3568",172,362
"3569",172,358
"3570",172,356
"3571",172,336
"3572",172,301
"3573",172,287
"3574",172,264
"3575",172,248
"3576",172,222
"3577",172,214
"3578",172,213
"3579",172,210
"3580",172,202
"3581",172,196
"3582",172,195
"3583",172,192
"3584",172,190
"3585",172,185
"3586",171,691
"3587",171,679
"3588",171,658
"3589",171,641
"3590",171,640
"3591",171,639
"3592",171,632
"3593",171,631
"3594",171,624
"3595",171,621
"3596",171,619
"3597",171,615
"3598",171,601
"3599",171,600
"3600",171,595
"3601",171,594
"3602",171,593
"3603",171,583
"3604",171,580
"3605",171,557
"3606",171,551
"3607",171,546
"3608",171,543
"3609",171,523
"3610",171,510
"3611",171,393
"3612",171,390
"3613",171,389
"3614",171,384
"3615",171,379
"3616",171,375
"3617",171,374
"3618",171,370
"3619",171,369
"3620",171,366
"3621",171,365
"3622",171,361
"3623",171,360
"3624",171,358
"3625",171,356
"3626",171,335
"3627",171,301
"3628",171,287
"3629",171,265
"3630",171,248
"3631",171,222
"3632",171,220
"3633",171,216
"3634",171,212
"3635",171,210
"3636",171,202
"3637",171,194
"3638",171,193
"3639",171,190
"3640",171,186
"3641",170,693
"3642",170,692
"3643",170,679
"3644",170,658
"3645",170,638
"3646",170,637
"3647",170,630
"3648",170,629
"3649",170,624
"3650",170,621
"3651",170,619
"3652",170,615
"3653",170,604
"3654",170,603
"3655",170,602
"3656",170,598
"3657",170,597
"3658",170,596
"3659",170,582
"3660",170,580
"3661",170,557
"3662",170,551
"3663",170,545
"3664",170,543
"3665",170,541
"3666",170,522
"3667",170,510
"3668",170,399
"3669",170,398
"3670",170,397
"3671",170,396
"3672",170,391
"3673",170,388
"3674",170,387
"3675",170,383
"3676",170,382
"3677",170,381
"3678",170,378
"3679",170,377
"3680",170,373
"3681",170,372
"3682",170,368
"3683",170,364
"3684",170,363
"3685",170,359
"3686",170,356
"3687",170,335
"3688",170,301
"3689",170,287
"3690",170,265
"3691",170,249
"3692",170,231
"3693",170,230
"3694",170,229
"3695",170,223
"3696",170,220
"3697",170,215
"3698",170,213
"3699",170,211
"3700",170,210
"3701",170,202
"3702",170,200
"3703",170,199
"3704",170,198
"3705",170,197
"3706",170,191
"3707",170,186
"3708",169,694
"3709",169,679
"3710",169,658
"3711",169,636
"3712",169,635
"3713",169,634
"3714",169,628
"3715",169,627
"3716",169,624
"3717",169,621
"3718",169,620
"3719",169,619
"3720",169,615
"3721",169,607
"3722",169,606
"3723",169,605
"3724",169,600
"3725",169,599
"3726",169,582
"3727",169,579
"3728",169,558
"3729",169,552
"3730",169,545
"3731",169,542
"3732",169,540
"3733",169,539
"3734",169,521
"3735",169,510
"3736",169,399
"3737",169,395
"3738",169,390
"3739",169,386
"3740",169,385
"3741",169,380
"3742",169,379
"3743",169,376
"3744",169,375
"3745",169,371
"3746",169,370
"3747",169,367
"3748",169,366
"3749",169,362
"3750",169,361
"3751",169,357
"3752",169,334
"3753",169,300
"3754",169,287
"3755",169,265
"3756",169,249
"3757",169,228
"3758",169,227
"3759",169,223
"3760",169,221
"3761",169,213
"3762",169,209
"3763",169,202
"3764",169,200
"3765",169,196
"3766",169,195
"3767",169,191
"3768",169,187
"3769",168,695
"3770",168,680
"3771",168,658
"3772",168,633
"3773",168,632
"3774",168,626
"3775",168,625
"3776",168,616
"3777",168,611
"3778",168,610
"3779",168,609
"3780",168,608
"3781",168,602
"3782",168,601
"3783",168,581
"3784",168,579
"3785",168,558
"3786",168,552
"3787",168,544
"3788",168,542
"3789",168,538
"3790",168,520
"3791",168,510
"3792",168,399
